type,name,latitude,longitude
Load Node,PACFCBCH_6_N001,32.7992,-117.24
Load Node,PACFCBCH_6_N004,32.7992,-117.24
Load Node,GRBRVLLE_6_N001,40.1026,-123.79
Load Node,MURRAY_6_N001,32.7908,-117.02
Load Node,MURRAY_6_N004,32.7908,-117.02
Load Node,MURRAY_6_N005,32.7908,-117.02
Load Node,MURRAY_6_N015,32.7908,-117.02
Load Node,RUSSRCH_6_N001,40.8198,-123.83
Load Node,REDWOOD_6_N002,37.4903,-122.21
Load Node,REDWOOD_6_N005,37.4903,-122.21
Load Node,REDWOOD_6_N006,37.4903,-122.21
Load Node,REDWOOD_6_N007,37.4903,-122.21
Load Node,REDWOOD_6_N001,37.4903,-122.21
Load Node,GARFIELD_6_N001,32.7951,-117
Load Node,DAVIS_1_N001,39.06,-121.71
Load Node,DAVIS_1_N007,39.06,-121.71
Generation Node,DAVIS_1_N018,39.06,-121.71
Load Node,DAVIS_1_N012,39.06,-121.71
Load Node,PACIFICA_6_N001,37.5946,-122.49
Load Node,PACIFICA_6_N003,37.5946,-122.49
Load Node,SNTARTA_6_N001,37.0551,-120.63
Load Node,CREELMAN_6_N004,33.0181,-116.85
Load Node,CREELMAN_6_N001,33.0181,-116.85
Load Node,CREELMAN_6_N014,33.0181,-116.85
Load Node,SCRIPPS_6_N001,32.9111,-117.11
Load Node,SCRIPPS_6_N008,32.9111,-117.11
Load Node,SCRIPPS_6_N013,32.9111,-117.11
Load Node,BARRY_6_N001,39.0693,-121.69
Load Node,SANLUSRY_6_N013,36.7796,-120.73
Load Node,SANLUSRY_6_N014,36.7796,-120.73
Load Node,SANLUSRY_6_N101,36.7796,-120.73
Load Node,SANLUSRY_6_N201,36.8615,-120.78
Generation Node,STANDFD2_1_N011,37.43,-122.17
Load Node,WARNERS_6_N001,33.2472,-116.68
Load Node,EAGLROCK_2_N001,38.8293,-122.81
Load Node,EAGLROCK_2_N012,38.8293,-122.81
Load Node,RINCON_6_N001,33.2859,-116.96
Load Node,RINCON_6_N008,38.4901,-122.67
Load Node,DALYCTY_1_N001,37.6917,-122.46
Load Node,DALYCTY_1_N005,37.6917,-122.46
Load Node,LAGUNITS_6_N001,36.7489,-121.61
Generation Node,CPELCAJN_7_B1,32.7954,-116.97
Load Node,BATIQTOS_1_N001,33.1011,-117.25
Load Node,BATIQTOS_1_N008,33.1011,-117.25
Load Node,BATIQTOS_1_N015,33.1011,-117.25
Load Node,SLMNCRK_6_N001,38.3436,-123.04
Load Node,ESTGRND_1_N001,37.6539,-122.4
Load Node,ESTGRND_1_N005,37.6539,-122.4
Load Node,ESTGRND_1_N009,37.6539,-122.4
Load Node,VALLYHM_1_N001,37.8558,-120.94
Generation Node,VALLYHM_1_N004,37.8558,-120.94
Load Node,PALOMAR_1_N001,33.1228,-117.29
Load Node,PALOMAR_1_N004,33.1228,-117.29
Load Node,PALOMAR_1_N013,33.1228,-117.29
Load Node,BRKRSLG_1_N005,38.79,-121.55
Load Node,SANTYSBL_6_N001,33.1105,-116.67
Load Node,AVENA_1_N001,37.8422,-121.05
Load Node,BLLEHVN_6_N001,37.4772,-122.17
Load Node,BLLEHVN_6_N002,37.4772,-122.17
Load Node,BLLEHVN_6_N004,37.4772,-122.17
Load Node,BLLEHVN_6_N006,37.4772,-122.17
Load Node,BLLEHVN_6_N007,37.4772,-122.17
Generation Node,BLLEHVN_6_N009,37.4772,-122.17
Load Node,DUNNIGAN_6_N001,38.9248,-121.99
Load Node,SERRMNTE_1_N011,37.6917,-122.46
Load Node,DESCANSO_6_N001,32.8652,-116.63
Load Node,GABILAN_6_N001,36.7315,-121.61
Load Node,SHADOWR_1_N001,33.1415,-117.24
Load Node,SHADOWR_1_N006,33.1415,-117.24
Load Node,SHADOWR_1_N008,33.1415,-117.24
Load Node,CANNON_1_N001,33.1374,-117.33
Load Node,CANNON_1_N004,33.1374,-117.33
Generation Node,ENCINA1_7_B1,33.137,-117.34
Generation Node,ENCINA2_7_B1,33.137,-117.34
Generation Node,ENCINA3_7_B1,33.137,-117.34
Generation Node,ENCINA4_7_B1,33.137,-117.34
Generation Node,ENCINAGT_7_B11,33.137,-117.34
Generation Node,ENCINA_1_B1,33.12,-117.32
Load Node,ENCINA_1_N001,33.137,-117.34
Load Node,ENCINA_1_N049,33.137,-117.34
Generation Node,MISSON_1_N015,32.7842,-117.14
Load Node,RIPON_1_N001,37.72,-121.13
Load Node,SNLNDRO_1_N027,37.7111,-122.15
Load Node,SNLNDRO_1_N001,37.7111,-122.15
Load Node,SNLNDRO_1_N014,37.7111,-122.15
Load Node,SNLNDRO_1_N017,37.7111,-122.15
Load Node,GUSTINE_6_N001,37.2532,-121.01
Load Node,GUSTINE_6_N002,37.2532,-121.01
Load Node,JACINTO_6_N001,39.5829,-122.01
Load Node,LILAC_6_N001,33.2533,-117.09
Load Node,LILAC_6_N010,33.2533,-117.09
Load Node,NCMETER_1_N001,33.0896,-117.2
Load Node,BERNARDO_6_N001,33.0216,-117.1
Load Node,BERNARDO_6_N002,33.0216,-117.1
Load Node,BERNARDO_6_N009,33.0216,-117.1
Load Node,BERNARDO_6_N013,33.0216,-117.1
Load Node,BERNARDO_6_N014,33.0216,-117.1
Generation Node,ENCINA5_7_B1,33.137,-117.34
Load Node,STKTONA_1_N001,37.9471,-121.29
Load Node,STKTONA_1_N003,37.9471,-121.29
Load Node,GRANITE_6_N001,32.8045,-116.92
Load Node,GRANITE_6_N007,32.8045,-116.92
Load Node,GRANITE_6_N008,32.8045,-116.92
Load Node,GRANITE_6_N009,32.8045,-116.92
Load Node,VALCNTR_6_N001,33.2307,-117.02
Generation Node,MARTINC_1_B1,37.59,-122.38
Load Node,BAYSHOR1_1_N001,37.746,-122.4
Load Node,BAYSHOR2_1_N001,37.746,-122.4
Load Node,POTRERO_1_N001,37.46,-122.4
Load Node,POTRERO_1_N013,37.46,-122.4
Load Node,POTRERO_1_N016,37.46,-122.4
Load Node,SANYSDRO_6_N001,32.5622,-117.03
Load Node,SANYSDRO_6_N004,32.5622,-117.03
Load Node,CANAL_6_N001,37.0664,-120.84
Generation Node,WOODLD_1_B1,38.71,-121.79
Load Node,WOODLD_1_N001,38.6782,-121.76
Load Node,WOODLD_1_N005,38.6782,-121.76
Load Node,WOODLD_1_N012,38.6782,-121.76
Generation Node,ENCINA_2_B1,33.13,-117.35
Generation Node,HALSEYF_7_B1,38.9568,-121.05
Load Node,HALSEYF_7_N001,38.9568,-121.05
Generation Node,GOLETA_6_N002,34.4878,-119.88
Generation Node,GOLETA_6_N003,34.4878,-119.88
Generation Node,GOLETA_6_N004,34.4878,-119.88
Generation Node,GOLETA_6_N022,34.4878,-119.88
Generation Node,GOLETA_6_N100,34.4878,-119.88
Load Node,GOLETA_6_N200,34.4878,-119.88
Load Node,POST_1_N001,39.11,-121.64
Generation Node,POINTLMA_6_N001,32.7415,-117.23
Load Node,POINTLMA_6_N013,32.7415,-117.23
Load Node,POINTLMA_6_N014,32.7415,-117.23
Generation Node,POINTLMA_6_N021,32.7415,-117.23
Load Node,PLUMAS_6_N001,39.0261,-121.54
Load Node,MOBILCHE_1_N001,38.76,-121.76
Load Node,EMBRCDR_2_N001,37.78,-122.38
Load Node,EMBRCDR_2_N008,37.78,-122.38
Generation Node,EMBRCDR_2_N010,37.78,-122.38
Load Node,EMBRCDR_2_N101,37.78,-122.38
Load Node,EMBRCDR_2_N104,37.78,-122.38
Load Node,SFIA-MA_1_N001,37.61,-122.44
Generation Node,CEDRCRK_6_N001,40.7912,-121.94
Load Node,CEDRCRK_6_N101,40.7912,-121.94
Load Node,DEEPWATR_1_N104,38.5516,-121.56
Load Node,DEEPWATR_1_N101,38.5516,-121.56
Load Node,PAULSWT_1_N001,36.9923,-121.98
Load Node,PAULSWT_1_N004,36.9923,-121.98
Generation Node,PAULSWT_1_N013,36.9923,-121.98
Load Node,PAULSWT_1_N101,36.9923,-121.98
Load Node,STREAMVW_6_N001,32.7456,-117.08
Load Node,STREAMVW_6_N007,32.7456,-117.08
Load Node,WSCRMNO_1_N004,38.5893,-121.55
Load Node,WSCRMNO_1_N013,38.5893,-121.55
Load Node,WSCRMNO_1_N201,38.5893,-121.55
Load Node,TUDOR_6_N001,38.9821,-121.64
Load Node,PENRYN_6_N001,38.8444,-121.17
Load Node,PENRYN_6_N004,38.8444,-121.17
Generation Node,STNCOGNJ_1_B1,37.91,-121.2
Load Node,MREIS-Q_1_N001,38.12,-122.33
Load Node,F_6_N001,32.7549,-117.13
Load Node,F_6_N002,32.7549,-117.13
Load Node,F_6_N005,32.7549,-117.13
Load Node,LOSGATS_6_N002,37.2264,-121.98
Load Node,LOSGATS_6_N201,37.2264,-121.98
Load Node,FRTSWRD_6_N001,40.2138,-123.6
Generation Node,FRTSWRD_6_N004,40.2138,-123.6
Load Node,CMPEVRS_1_N001,37.0416,-122.03
Load Node,CMPEVRS_1_N002,37.0416,-122.03
Load Node,CARQUINZ_1_N001,38.091,-122.25
Load Node,CARQUINZ_1_N002,38.091,-122.25
Load Node,SPRNGVLY_6_N001,32.739,-117
Load Node,SPRNGVLY_6_N010,32.739,-117
Load Node,COVELO6_6_N001,39.7863,-123.25
Load Node,ARTESN_6_N001,33.0212,-117.13
Load Node,SNANDRES_6_N001,37.6033,-122.42
Load Node,URBAN_6_N001,32.7133,-117.15
Load Node,URBAN_6_N005,32.7133,-117.15
Load Node,SOLEDAD_6_N001,36.4295,-121.33
Load Node,GRSSVLY_6_N101,39.2095,-121.06
Load Node,CHOLLAS_6_N001,32.744,-117.05
Load Node,CHOLLAS_6_N008,32.744,-117.05
Load Node,CHOLLAS_6_N009,32.744,-117.05
Load Node,KETTNER_6_N001,32.7332,-117.17
Load Node,KETTNER_6_N004,32.7332,-117.17
Load Node,B_6_N005,32.7143,-117.17
Load Node,B_6_N003,32.7143,-117.17
Load Node,B_6_N001,32.7143,-117.17
Load Node,B_6_N007,32.7143,-117.17
Load Node,IMPRLBCH_6_N004,32.5833,-117.1
Load Node,IMPRLBCH_6_N001,32.5833,-117.1
Load Node,CORONADO_6_N001,32.6988,-117.17
Load Node,CORONADO_6_N002,32.6988,-117.17
Load Node,MTNQUAR_6_N001,38.9145,-121.02
Load Node,NOISLMTR_6_N009,32.7024,-117.18
Load Node,NOISLMTR_6_N004,32.7024,-117.18
Generation Node,NOISLMTR_6_N015,32.7024,-117.18
Generation Node,NOISLMTR_6_N101,32.7024,-117.18
Load Node,ELLIOTT_6_N001,32.8159,-117.09
Load Node,ELLIOTT_6_N004,32.8159,-117.09
Load Node,ZAMORA_1_N001,38.7754,-121.86
Load Node,RSVTNRD_6_N001,36.6244,-121.69
Generation Node,UALCOGN_1_N001,37.66,-122.38
Generation Node,UALTAP_1_B1,37.67,-122.42
Load Node,BELMONT_1_N001,37.5233,-122.26
Load Node,BELMONT_1_N006,37.5233,-122.26
Load Node,BELMONT_1_N008,37.5233,-122.26
Load Node,DOSPALS_6_N001,36.9748,-120.64
Load Node,MILLBRAE_6_N001,37.6052,-122.39
Load Node,PLACER_7_N009,38.9013,-121.09
Load Node,SFIA_1_N001,37.65,-122.41
Load Node,SFIA_1_N007,37.65,-122.41
Load Node,ALMADEN_6_N001,37.2603,-121.89
Load Node,ALPINE_6_N001,32.8278,-116.79
Load Node,ALPINE_6_N005,32.8278,-116.79
Load Node,ORICK_6_N001,41.2945,-124.06
Generation Node,SAMPSON_6_N010,32.6944,-117.14
Load Node,BARRETT_6_N001,32.6672,-116.7
Load Node,CATLETT_6_N001,38.8088,-121.52
Load Node,LOVELAND_6_N001,32.797,-116.79
Load Node,ELKCREEK_6_N001,39.1295,-123.71
Generation Node,ELKCREEK_6_N003,39.1295,-123.71
Load Node,GRANTRK_6_N001,37.6709,-122.16
Load Node,AUBURN_6_N001,38.9034,-121.07
Load Node,OTAYLAKE_6_N001,32.5953,-117.06
Load Node,MISSION_6_N001,32.7842,-117.14
Load Node,MISSION_6_N031,32.7842,-117.14
Load Node,MISSION_6_N040,32.7842,-117.14
Load Node,MISSION_6_N049,32.7842,-117.14
Load Node,MILLBRAE_1_N001,37.6052,-122.39
Load Node,MILLBRAE_1_N004,37.6052,-122.39
Generation Node,MILLBRAE_1_N007,37.6052,-122.39
Load Node,MILLBRAE_1_N201,37.6052,-122.39
Generation Node,RAMCOOY_7_B1,32.5953,-117.06
Load Node,OLDTOWN_6_N001,32.7661,-117.19
Load Node,OTAY_6_N001,32.5953,-117.06
Load Node,OTAY_6_N014,32.5953,-117.06
Generation Node,OTAY_6_N017,32.5953,-117.06
Generation Node,OTAY_6_N018,32.5953,-117.06
Load Node,GRANDIS_1_N004,38.2311,-121.59
Load Node,GRANDIS_1_N009,38.2311,-121.59
Load Node,HIGHWAY_1_N001,38.166,-122.25
Load Node,HIGHWAY_1_N002,38.166,-122.25
Generation Node,HIGHWAY_1_N003,38.166,-122.25
Load Node,BAIR_1_N001,37.4969,-122.21
Load Node,SHREDDER_1_N001,37.5117,-122.21
Load Node,MONTAGUE_1_N001,37.4037,-121.91
Load Node,LONESTAR_1_N001,37.5117,-122.21
Load Node,MONTAGUE_1_N006,37.4037,-121.91
Load Node,MONTAGUE_1_N007,37.4037,-121.91
Load Node,GREENBRE_6_N001,37.9378,-122.51
Load Node,GREENBRE_6_N003,37.9378,-122.51
Load Node,NAVSTMTR_6_N001,32.6704,-117.11
Load Node,NAVSTMTR_6_N011,32.6704,-117.11
Load Node,ALTO_6_N001,37.8983,-122.52
Load Node,ALTO_6_N101,37.8983,-122.52
Load Node,LASPLGS_6_N001,33.3129,-117.47
Load Node,NATNLCTY_6_N005,32.6731,-117.11
Load Node,NATNLCTY_6_N001,32.6731,-117.11
Load Node,LAGUNATP_6_N001,36.7489,-121.61
Generation Node,CPBORDER_7_B1,32.5663,-116.94
Load Node,GLENWOOD_6_N001,37.4573,-122.19
Load Node,GLENWOOD_6_N004,37.4573,-122.19
Load Node,GLENWOOD_6_N005,37.4573,-122.19
Load Node,RCARMEL_6_N011,32.9937,-117.08
Load Node,RCARMEL_6_N001,32.9937,-117.08
Load Node,RCARMEL_6_N004,32.9937,-117.08
Load Node,DIVISION_6_N001,32.6816,-117.12
Load Node,DIVISION_6_N009,32.6816,-117.12
Load Node,JAMACHA_6_N001,32.7441,-116.96
Load Node,JAMACHA_6_N006,32.7441,-116.96
Load Node,JAMACHA_6_N015,32.7441,-116.96
Load Node,BORDER_6_N001,32.5663,-116.94
Load Node,BORDER_6_N008,32.5663,-116.94
Generation Node,NSCOGEN_7_B1,32.6816,-117.12
Load Node,CRUSHER_6_N001,37.0216,-122.15
Load Node,TRIMBLE_1_N004,37.42,-121.73
Load Node,TRIMBLE_1_N010,37.42,-121.73
Load Node,TRIMBLE_1_N016,37.42,-121.73
Load Node,TRIMBLE_1_N020,37.42,-121.73
Load Node,MENLO_6_N001,37.4329,-122.2
Load Node,MENLO_6_N002,37.4329,-122.2
Load Node,MENLO_6_N003,37.4329,-122.2
Load Node,MENLO_6_N004,37.4329,-122.2
Load Node,OMWD_6_N001,33.0685,-117.14
Load Node,CICCOGN_7_N001,36.903,-121.76
Generation Node,CICCOGN_7_N002,36.903,-121.76
Load Node,JARVIS_1_N014,37.5956,-122.02
Load Node,JARVIS_1_N016,37.5956,-122.02
Load Node,JARVIS_1_N017,37.5956,-122.02
Load Node,JARVIS_1_N101,37.5956,-122.02
Load Node,SWEETWTR_6_N017,32.6581,-117.09
Load Node,SWEETWTR_6_N018,32.6581,-117.09
Load Node,FRIARS_1_N001,32.779,-117.16
Load Node,FRIARS_1_N009,32.779,-117.16
Generation Node,FRIARS_1_N010,32.779,-117.16
Load Node,FRUITLND_6_N001,40.2858,-123.84
Load Node,HLFMNBY_6_N002,37.4687,-122.43
Load Node,HLFMNBY_6_N004,37.4687,-122.43
Load Node,HLFMNBY_6_N101,37.4687,-122.43
Load Node,GLENCLIF_6_N001,32.7984,-116.5
Load Node,SHAWROAD_1_N001,37.55,-122.42
Load Node,PTMRTTI_6_N001,37.0309,-122.19
Load Node,CAMERON_6_N001,32.6532,-116.49
Load Node,FMC_1_N001,37.3477,-121.92
Load Node,FMC_1_N003,37.3477,-121.92
Load Node,AGNEW_1_N003,37.51,-121.84
Load Node,BNTACRB_6_N001,37.7529,-121.35
Load Node,PLOALTO_1_N001,33.3559,-117.11
Load Node,PLOALTO_1_N007,33.3559,-117.11
Load Node,PLOALTO_1_N013,33.3559,-117.11
Generation Node,PLOALTO_1_N019,33.3559,-117.11
Load Node,SNJSEA_1_N001,37.3282,-121.9
Load Node,SNJOSEB_1_N009,37.3409,-121.9
Load Node,SNJOSEB_1_N001,37.3409,-121.9
Load Node,SNJOSEB_1_N005,37.3409,-121.9
Load Node,SNJOSEB_1_N013,37.3409,-121.9
Load Node,SNJSEA_1_N005,37.3282,-121.9
Load Node,SNJSEA_1_N101,37.3282,-121.9
Load Node,PNEGRVE_6_N001,38.4127,-120.66
Load Node,PNEGRVE_6_N002,38.4127,-120.66
Load Node,BAYMDWS_1_N001,37.5515,-122.29
Load Node,BAYMDWS_1_N004,37.5515,-122.29
Load Node,BAYMDWS_1_N008,37.5515,-122.29
Load Node,BAYMDWS_1_N012,37.5515,-122.29
Load Node,COLONY_6_N001,38.1901,-121.18
Load Node,KNGHTSLD_1_N001,38.8093,-121.75
Load Node,FELICITA_6_N001,33.0932,-117.07
Load Node,FELICITA_6_N005,33.0932,-117.07
Load Node,FELICITA_6_N009,33.0932,-117.07
Load Node,MONTGMRY_6_N001,32.6316,-117.1
Load Node,MONTGMRY_6_N002,32.6316,-117.1
Load Node,CHEROKEE_6_N001,38.0055,-121.24
Load Node,WOODSIDE_6_N001,37.4362,-122.24
Load Node,WOODSIDE_6_N003,37.4362,-122.24
Load Node,WOODSIDE_6_N004,37.4362,-122.24
Load Node,SANTEE_1_N001,32.8545,-116.97
Load Node,SANTEE_1_N003,32.8545,-116.97
Load Node,SANTEE_1_N004,32.8545,-116.97
Load Node,ROBROY_1_N001,36.9799,-121.87
Load Node,MERIDIAN_6_N101,49.3127,-122.81
Load Node,SUNOL_6_N001,37.5869,-121.87
Load Node,ELPATIO_1_N001,37.2922,-121.94
Load Node,ELPATIO_1_N006,37.2922,-121.94
Load Node,ELPATIO_1_N015,37.2922,-121.94
Generation Node,ELPATIO_1_N019,37.37,-121.7
Load Node,PLACER_1_N001,38.9013,-121.09
Load Node,MANTECA_1_N001,37.8014,-121.22
Load Node,MANTECA_1_N002,37.8014,-121.22
Load Node,MANTECA_1_N012,37.8014,-121.22
Load Node,MANTECA_1_N013,37.8014,-121.22
Load Node,LOCKHD2_1_N001,37.4162,-122.03
Load Node,AMD_1_N001,37.37,-121.93
Load Node,CRYSTLSG_6_N001,37.5289,-122.36
Load Node,APPMAT_1_N001,37.36,-121.98
Load Node,APPMAT_1_N010,37.36,-121.98
Load Node,MABURY_6_N001,37.3609,-121.86
Generation Node,SOUTHBAY_6_B1,32.62,-117.08
Load Node,BRITTN_1_N001,37.3743,-122.02
Load Node,BRITTN_1_N005,37.3743,-122.02
Load Node,BRITTN_1_N006,37.3743,-122.02
Load Node,LOSALTS_6_N004,37.3939,-122.11
Load Node,LOSALTS_6_N005,37.3939,-122.11
Load Node,LOSALTS_6_N101,37.3939,-122.11
Load Node,LYTNVLLE_6_N001,39.685,-123.48
Load Node,ERTA_6_N001,36.9306,-121.76
Load Node,FLINT_1_N001,38.8853,-121.07
Load Node,PARADISX_6_N001,39.7615,-121.62
Load Node,PARADISX_6_N004,39.7615,-121.62
Load Node,LOSCOCHS_6_N001,32.8598,-116.9
Load Node,LOSCOCHS_6_N033,32.8598,-116.9
Load Node,LOSCOCHS_6_N034,32.8598,-116.9
Load Node,BELLPGE_1_N001,38.9474,-121.09
Load Node,BELLPGE_1_N005,38.9474,-121.09
Generation Node,MISSION_2_N035,32.7842,-117.14
Load Node,CARLTNHS_1_N001,32.8549,-117.01
Load Node,CARLTNHS_1_N004,32.8549,-117.01
Generation Node,CARLTNHS_1_N011,32.8549,-117.01
Generation Node,CARLTNHS_1_N012,32.8549,-117.01
Generation Node,KIFER_1_B1,37.53,-121.77
Load Node,JMSCNPMP_1_N001,38.19,-122.47
Load Node,GRNTHLL_1_N001,32.8045,-116.92
Load Node,VIERRA_1_N001,37.85,-121.24
Load Node,BURLNGME_1_N001,37.5896,-122.36
Generation Node,APPLEHL_1_N004,38.7398,-120.68
Load Node,APPLEHL_1_N001,38.7398,-120.68
Load Node,APPLEHL_1_N002,38.7398,-120.68
Load Node,SPICAMIN_1_N001,38.7398,-120.68
Load Node,MONTERO_6_N004,38.4715,-123.01
Load Node,MONTERO_6_N001,38.4715,-123.01
Load Node,CAROLNDS_6_N001,37.5529,-122.38
Load Node,CAROLNDS_6_N002,37.5529,-122.38
Load Node,OLEMA_6_N001,38.0425,-122.79
Load Node,NORTECH_1_N001,37.46,-121.76
Load Node,CPLECEF_1_N001,37.26,-121.64
Load Node,CPLECEF_1_N005,37.26,-121.64
Generation Node,LECEFGT1_7_B1,37.25,-121.77
Load Node,LIMESTNE_6_N001,38.6338,-120.98
Load Node,LIMESTNE_6_N005,38.6338,-120.98
Load Node,LIVERMRE_6_N001,37.6801,-121.78
Load Node,LIVERMRE_6_N003,37.6801,-121.78
Load Node,MABURY_1_N001,37.3609,-121.86
Load Node,HILLSDLE_6_N001,37.5363,-122.32
Load Node,NEWMAN_6_B2,37.3154,-121.02
Load Node,NEWMAN_6_N001,37.3154,-121.02
Load Node,TRINIDAD_6_N001,41.0642,-124.13
Load Node,IUKA_6_N001,37.666,-121.83
Load Node,PLACERVL_1_N001,38.7302,-120.79
Load Node,LAWRENCE_1_N001,37.3972,-122.01
Load Node,LAWRENCE_1_N003,37.3972,-122.01
Load Node,LAWRENCE_1_N004,37.3972,-122.01
Generation Node,LAWRENCE_1_N006,37.3972,-122.01
Load Node,DIXONLD_1_N001,37.4578,-121.92
Load Node,DIXONLD_1_N002,37.4578,-121.92
Load Node,DIXONLD_1_N008,37.4578,-121.92
Load Node,CATALYST_7_N001,37.3365,-121.88
Generation Node,CATALYST_7_N002,37.3365,-121.88
Load Node,VINEYARD_6_N001,37.6696,-121.85
Load Node,OROLOMA_6_N001,36.8869,-120.66
Generation Node,PLCRVLB2_7_N001,38.7302,-120.79
Generation Node,PLCRVLB2_7_N002,38.7302,-120.79
Load Node,BERESFRD_6_N001,37.565,-122.32
Load Node,BERESFRD_6_N002,37.565,-122.32
Load Node,CLAMMNA_1_N001,37.8078,-121.28
Load Node,COTATI_6_N102,38.3097,-122.73
Load Node,COTATI_6_N101,38.3097,-122.73
Load Node,LOCKHD1_1_N001,37.4091,-122.03
Load Node,RADUM_6_N004,37.6726,-121.86
Load Node,RADUM_6_N001,37.6726,-121.86
Load Node,URICH_6_N001,38.0299,-122.1
Load Node,VICTOR_6_N001,38.1456,-121.18
Load Node,VICTOR_6_N002,38.1456,-121.18
Load Node,NARROWS_6_N010,33.1372,-116.29
Load Node,BIGBASN_6_N001,37.1295,-122.17
Load Node,SPENCE_6_N001,36.6136,-121.57
Load Node,DMNDSPR_1_N001,38.693,-120.83
Load Node,DMNDSPR_1_N003,38.693,-120.83
Load Node,STCKTNAR_6_N001,37.9633,-121.32
Load Node,MILPITAS_1_N001,37.4154,-121.89
Load Node,MILPITAS_1_N003,37.4154,-121.89
Load Node,MILPITAS_1_N005,37.4154,-121.89
Load Node,MILPITAS_1_N006,37.4154,-121.89
Generation Node,MILPITAS_1_N008,37.4154,-121.89
Load Node,MOFTFLD_1_N002,37.41,-122.04
Load Node,SHNGLESR_1_N103,38.6596,-120.95
Load Node,SHNGLESR_1_N001,38.6596,-120.95
Load Node,SHNGLESR_1_N004,38.6596,-120.95
Load Node,NBRANCH_6_N001,38.1998,-120.72
Load Node,ASH_6_N001,33.1365,-117.07
Load Node,ASH_6_N005,33.1365,-117.07
Load Node,ASH_6_N101,33.1365,-117.07
Load Node,MRYSVLLE_6_N001,39.1394,-121.58
Load Node,MRYSVLLE_6_N003,39.1394,-121.58
Load Node,CORNING_6_N004,39.932,-122.19
Load Node,CORNING_6_N006,39.932,-122.19
Load Node,CORNING_6_N102,39.932,-122.19
Load Node,HARDING_6_N001,37.9637,-121.29
Load Node,HARDING_6_N004,37.9637,-121.29
Generation Node,STAUFER_7_B1,38.0333,-122.12
