type,name,latitude,longitude
Load Node,SANMATO_6_N001,37.5833,-122.32
Load Node,PHILLIPS_1_N001,37.34,-122.03
Generation Node,SONMALF_7_B1,38.2766,-122.46
Load Node,MCKEE_1_N001,37.3664,-121.84
Load Node,MCKEE_1_N005,37.3664,-121.84
Load Node,MCKEE_1_N101,37.3664,-121.84
Load Node,WARENCYN_6_N001,33.0155,-117
Load Node,WARENCYN_6_N002,33.0155,-117
Load Node,TERMNOUS_6_N001,38.1165,-121.42
Load Node,NUMITAP_1_N003,37.5,-122.04
Load Node,HOLLISTR_1_N001,36.8627,-121.41
Load Node,HOLLISTR_1_N004,36.8627,-121.41
Load Node,HOLLISTR_1_N101,36.8627,-121.41
Load Node,ZANKER_1_N001,37.47,-121.81
Load Node,ZANKER_1_N003,37.47,-121.81
Load Node,OAKC12_7_N002,37.7974,-122.28
Generation Node,OAKLND12_7_N001,37.7974,-122.28
Load Node,CARTWRT_1_N001,37.79,-122.25
Load Node,CARTWRT_1_N010,37.79,-122.25
Load Node,METTLER_6_N001,38.0781,-121.29
Load Node,MPLECRK_6_N001,40.7679,-123.87
Load Node,TOCALOMA_6_N001,38.0552,-122.76
Generation Node,OAKLND12_7_N101,37.7974,-122.28
Generation Node,OAKLAND_1_B1,37.8,-122.27
Load Node,OAKLAND_1_N001,37.7974,-122.28
Load Node,OAKLAND_1_N006,37.7974,-122.28
Load Node,OAKLAND_1_N033,37.7974,-122.28
Generation Node,OAKLND3_7_N001,37.7974,-122.28
Load Node,SANMATEO_1_N001A,33.4095,-117.59
Load Node,SUNYSIDE_6_N001,32.658,-117.03
Load Node,AMESBS_1_N004,37.4175,-122.07
Load Node,AMESBS_1_N101,37.4175,-122.07
Load Node,AMESDST_1_N001,37.4175,-122.07
Load Node,FRANKLIN_6_N003,38.0123,-122.26
Load Node,STATIN-L_7_N001,37.8102,-122.27
Load Node,HAMILTON_6_N001,39.7462,-122.01
Load Node,BRUNSWCK_1_N101,39.2311,-121.03
Load Node,STATINL_1_N001,37.8102,-122.27
Generation Node,CPESCNDO_7_A1,33.1255,-117.12
Load Node,ESCNDIDO_6_N001,33.1255,-117.12
Load Node,ESCNDIDO_6_N046,33.1255,-117.12
Load Node,ESCNDIDO_6_N053,33.1255,-117.12
Load Node,POWAY_6_N001,32.9787,-117.03
Load Node,POWAY_6_N010,32.9787,-117.03
Load Node,BIGRIVR_6_N001,39.3115,-123.79
Load Node,LOYOLA_6_N001,37.3607,-122.1
Load Node,LOYOLA_6_N004,37.3607,-122.1
Generation Node,SOUTHBAY_1_B1,32.62,-117.08
Load Node,AMFORST_6_N001,38.3692,-120.8
Load Node,STATINX_1_N001,37.8055,-122.23
Load Node,STATINX_1_N012,37.8055,-122.23
Load Node,STATINX_1_N014,37.8055,-122.23
Load Node,STATINX_1_N024,37.8055,-122.23
Load Node,CHCARITA_1_N001,32.96,-117.09
Load Node,CHCARITA_1_N004,32.96,-117.09
Generation Node,CHCARITA_1_N012,32.96,-117.09
Load Node,CHCARITA_1_N008,32.96,-117.09
Load Node,MSHR60V_6_N001,38.0215,-121.28
Load Node,MSHR60V_6_N006,38.0215,-121.28
Load Node,CLRKSVLE_1_N001,38.6555,-121.06
Load Node,CLRKSVLE_1_N003,38.6555,-121.06
Generation Node,CLRKSVLE_1_N010,38.6555,-121.06
Load Node,CLRKSVLE_1_N004,38.6555,-121.06
Load Node,WESTLANE_6_N001,37.9907,-121.28
Generation Node,ESCNDIDO_2_B1,33.13,-117.12
Load Node,STONE_1_N001,37.3037,-121.87
Load Node,STONE_1_N005,37.3037,-121.87
Load Node,FREMNT_1_N001,37.5411,-121.96
Load Node,FREMNT_1_N007,37.5411,-121.96
Load Node,FREMNT_1_N013,37.5411,-121.96
Load Node,NRTHTWR_1_N001,38.066,-122.2
Load Node,NRTHTWR_1_N002,38.066,-122.2
Load Node,NRTHTWR_1_N004,38.066,-122.2
Load Node,WATRSHED_6_N001,37.4878,-122.31
Load Node,DELMAR_6_N001A,38.7988,-121.22
Load Node,DELMAR_6_N005,38.7988,-121.22
Load Node,HORSESHE_1_N001,38.7443,-121.16
Load Node,HORSESHE_1_N002,38.7443,-121.16
Load Node,MARTELL_6_N001,38.3692,-120.8
Load Node,MARTINEZ_1_N001,38.02,-122.16
Load Node,ALLEGHNY_6_N001,39.4649,-120.84
Load Node,ENICOLS_6_N001,38.9098,-121.54
Load Node,ROCKLIN_6_N001,38.788,-121.23
Load Node,ROCKLIN_6_N003,38.788,-121.23
Load Node,LYOTH-SP_6_N001,37.7219,-121.39
Load Node,BNAVSTA_6_N001,36.6533,-121.63
Load Node,BNAVSTA_6_N002,36.6533,-121.63
Load Node,BNAVSTA_6_N003,36.6533,-121.63
Load Node,CORRAL_6_N001,38.1015,-120.93
Load Node,CORRAL_6_N003,38.1015,-120.93
Load Node,CLSAJCT_6_N001,39.1909,-121.99
Load Node,BANTA_6_N001,37.7529,-121.35
Load Node,HIGGINS_1_N001,39.0435,-121.09
Load Node,HIGGINS_1_N002,39.0435,-121.09
Load Node,HIGGINS_1_N004,39.0435,-121.09
Generation Node,HIGGINS_1_N007,39.0435,-121.09
Load Node,STATIND_1_N001,37.8375,-122.26
Load Node,STATIND_1_N010,37.8375,-122.26
Load Node,STATIND_1_N013,37.8375,-122.26
Generation Node,NEWARKD_1_B2,37.5,-121.96
Load Node,NEWARKD_1_N001,37.5004,-121.99
Load Node,NEWARKD_1_N012,37.5004,-121.99
Generation Node,NEWARKD_1_N126,37.5004,-121.99
Generation Node,CPESCNDO_7_B1,33.1255,-117.12
Load Node,CARBONA_6_N003,37.6922,-121.42
Load Node,CARBONA_6_N101,37.6922,-121.42
Load Node,ESCO_6_N001,33.1157,-117.09
Load Node,ESCO_6_N004,33.1157,-117.09
Load Node,EVRGREEN_1_N001,37.3033,-121.84
Load Node,EVRGREEN_1_N019,37.3033,-121.84
Generation Node,MANDLY3G_7_B1,34.2074,-119.25
Load Node,MANDLY3G_7_N001,34.2074,-119.25
Generation Node,WILLAMET_7_B1,34.3009,-119.19
Generation Node,SCLARA_6_N008,34.3009,-119.19
Load Node,SCLARA_6_N001,34.3009,-119.19
Load Node,SHLLCHM_6_N001,38.0316,-121.95
Generation Node,PROCGEN_7_B1,34.3009,-119.19
Generation Node,OXGEN_7_B1,34.3009,-119.19
Generation Node,MANDLY1G_7_B1,34.2074,-119.25
Load Node,MANDLY1G_7_N002,34.2074,-119.25
Generation Node,MANDLY2G_7_B1,34.2074,-119.25
Load Node,MANDLY2G_7_N002,34.2074,-119.25
Generation Node,SCLARA_2_B1,34.3,-119.19
Load Node,HARTER_6_N001,39.1433,-121.65
Load Node,HARTER_6_N003,39.1433,-121.65
Load Node,SWIFT_1_N003,37.3225,-121.8
Load Node,SWIFT_1_N006,37.3225,-121.8
Load Node,SWIFT_1_N001,37.3225,-121.8
Load Node,TESSUB_2_N001,37.73,-121.93
Load Node,GRNVALY_1_N011,36.9521,-121.76
Load Node,EMRLDLE_6_N001,37.4622,-122.28
Load Node,GRNVALY_1_N001,36.9521,-121.76
Generation Node,GRNVALY_1_N025,36.9521,-121.76
Load Node,NWKDIST_2_N001,37.48,-121.98
Load Node,NWKDIST_2_N004,37.48,-121.98
Load Node,PNTARNA_6_N001,38.9126,-123.68
Load Node,GARCIA_6_N001,38.8888,-123.55
Load Node,BOLINAS_6_N001,37.9411,-122.71
Generation Node,GILROYF_1_B1,37.14,-121.58
Load Node,GILROYF_1_N001,37.14,-121.58
Generation Node,GLRYCGG1_7_B2,37.13,-121.56
Load Node,GLRYCGG1_7_N001,37.13,-121.56
Load Node,LLAGAS_1_N001,37.0069,-121.56
Load Node,LLAGAS_1_N003,37.0069,-121.56
Load Node,LLAGAS_1_N005,37.0069,-121.56
Load Node,CRCANAL_6_N001,40.1384,-122.21
Load Node,MTVIEW_1_N005,34.0792,-117.24
Load Node,MTVIEW_1_N001,34.0792,-117.24
Load Node,MTVIEW_1_N004,34.0792,-117.24
Load Node,CLARMNT_1_N001,32.8259,-117.18
Generation Node,CLARMNT_1_N028,32.8259,-117.18
Load Node,WHISMAN_1_N001,37.4049,-122.07
Load Node,WHISMAN_1_N004,37.4049,-122.07
Load Node,WHISMAN_1_N009,37.4049,-122.07
Load Node,DFS_1_N001,36.72,-120.6
Load Node,OLIVHRST_1_N001,39.0919,-121.54
Load Node,OLIVHRST_1_N002,39.0919,-121.54
Generation Node,OLEUM_1_B1,38.04,-122.25
Load Node,STKTONA_6_N001,37.9471,-121.29
Load Node,STKTONA_6_N004,37.9471,-121.29
Load Node,POMERADO_6_N001,32.9414,-117.03
Load Node,POMERADO_6_N004,32.9414,-117.03
Load Node,POMERADO_6_N008,32.9414,-117.03
Load Node,PERMNNTE_6_N002,34.3558,-116.86
Generation Node,GOALLINE_6_N001,33.1157,-117.09
Generation Node,RIOOSO_1_N033,38.9364,-121.47
Generation Node,SLAC_2_N005,37.42,-122.2
Load Node,SLA_2_N001,37.42,-122.2
Load Node,SLA_2_N004,37.42,-122.2
Load Node,TYLER_6_N001,40.1384,-122.21
Load Node,TYLER_6_N002,40.1384,-122.21
Load Node,GERBER_6_N101,40.0642,-122.16
Load Node,ELK_6_N001,39.1295,-123.71
Load Node,RICHMOND_1_N001,37.9259,-122.37
Generation Node,RICHMOND_1_N004,37.9259,-122.37
Load Node,DUNBAR_6_N001,38.3832,-122.53
Load Node,DUNBAR_6_N002,38.3832,-122.53
Load Node,RAWSON_6_N002,40.1453,-122.21
Load Node,RAWSON_6_N001,40.1453,-122.21
Generation Node,NEORBLF_7_B1,40.1827,-122.24
Load Node,WHITMORE_6_N001,40.6288,-121.92
Load Node,VALLYVW_1_N001,37.9661,-122.28
Load Node,VALLYVW_1_N003,37.9661,-122.28
Load Node,IMHOFF_1_N001,38.0015,-122.07
Generation Node,NEWARK_2_B1,37.51,-121.95
Generation Node,NEWARK_2_B2,37.51,-121.95
Load Node,WHEATLND_6_N001,39.0131,-121.42
Load Node,STAFFORD_6_N002,38.12,-122.61
Load Node,STAFFORD_6_N101,38.12,-122.61
Load Node,DUMBARTN_1_N001,37.5571,-122.06
Load Node,DUMBARTN_1_N003,37.5571,-122.06
Load Node,DUMBARTN_1_N011,37.5571,-122.06
Load Node,STELLING_1_N001,37.336,-122.04
Load Node,STELLING_1_N004,37.336,-122.04
Load Node,STELLING_1_N007,37.336,-122.04
Load Node,WOLFE_1_N001,37.3351,-122.02
Load Node,WOLFE_1_N002,37.3351,-122.02
Load Node,WOLFE_1_N007,37.3351,-122.02
Load Node,CRWSLDG_6_N001,37.3773,-121.09
Load Node,WEBER_6_N001,37.9198,-121.24
Load Node,ARCATA_6_N001,40.8671,-124.09
Load Node,CRESTWD_6_N001,32.699,-116.35
Load Node,CHALLNGE_6_N001,39.4854,-121.22
Load Node,VIEJOSC_2_N001,36.5787,-121.91
Load Node,VIEJOSC_2_N004,36.5787,-121.91
Load Node,HAMMER_6_N004,38.0213,-121.32
Load Node,HAMMER_6_N003,38.0213,-121.32
Load Node,HAMMER_6_N001,38.0213,-121.32
Load Node,MRGNHIL_1_N007,37.1274,-121.66
Load Node,MRGNHIL_1_N001,37.1274,-121.66
Load Node,MRGNHIL_1_N004,37.1274,-121.66
Generation Node,KUMEYAAY_7_N001,32.699,-116.35
Load Node,BOLLMAN_1_N003,38.04,-121.98
Load Node,PITTSBRG_6_N101,38.0308,-121.87
Load Node,TRACY_1_N001,37.7484,-121.42
Load Node,TRACY_1_N002,37.7484,-121.42
Load Node,TRACY_1_N007,37.7484,-121.42
Load Node,TRACY_1_N101,37.7484,-121.42
Load Node,VIEJO_6_N001,36.5787,-121.91
Load Node,VIEJO_6_N003,36.5787,-121.91
Generation Node,GOLDHILL_1_N033,38.6584,-121.14
Load Node,PIKECTY_6_N001,39.4387,-121
Load Node,JANSCRK_6_N003,40.9053,-124.07
Load Node,JANSCRK_6_N001,40.9053,-124.07
Load Node,CASTROVL_2_N001,37.6913,-122.06
Load Node,CASTROVL_2_N003,37.6913,-122.06
Load Node,CASTROVL_2_N006,36.7627,-121.74
Load Node,BORONDA_6_N001,36.69,-121.68
Generation Node,BELLOTA_2_B1,38.02,-121.01
Load Node,OIGLASS_1_N001,37.75,-121.31
Load Node,ELCRRTO_1_N001,37.9162,-122.3
Load Node,ELCRRTO_1_N023,37.9162,-122.3
Load Node,LEPRINO_1_N001,37.7484,-121.42
Load Node,LPFLKBD_6_N001,40.9053,-124.07
Load Node,STDOIL_1_N009,37.94,-122.38
Generation Node,CHEVGEN1_7_B1,37.93,-122.38
Generation Node,CHEVGEN2_7_B1,37.95,-122.4
Load Node,ANITA_6_N001,39.811,-121.92
Generation Node,COLLRVL1_7_B1,38.14,-120.4
Generation Node,COLLRVL2_7_B1,38.15,-120.39
Load Node,TELECYN_1_N001,32.6379,-117.02
Load Node,TELECYN_1_N006,32.6379,-117.02
Load Node,TELECYN_1_N014,32.6379,-117.02
Load Node,PIERCY_1_N201,37.28,-121.83
Load Node,SANPBLO_1_N001,37.9848,-122.34
Generation Node,RALSTON_2_B1,39,-120.72
Load Node,WINTERS_6_N001,38.5177,-121.95
Load Node,VINA_6_N001,39.9416,-122.04
Load Node,PETLMAC_6_N002,38.239,-122.64
Load Node,PETLMAC_6_N003,38.239,-122.64
Load Node,PETLMAC_6_N004,38.239,-122.64
Load Node,PPSTLTAP_1_N001,38.02,-122.37
Load Node,PPSTLTAP_1_N104,38.02,-122.37
Load Node,MORAGA_1_N001,37.848,-122.16
Generation Node,MIDLFORK_2_B1,39.02,-120.6
Load Node,WEBER_2_B1,37.9198,-121.24
Load Node,GRANT_1_N001,37.6709,-122.16
Load Node,GRANT_1_N005,37.6709,-122.16
Generation Node,RALSTON_7_B1,39,-120.71
Load Node,SUISUN_1_N001,38.2452,-122.04
Load Node,SUISUN_1_N008,38.2452,-122.04
Load Node,SUISUN_1_N009,38.2452,-122.04
Generation Node,SUISUN_1_N010,38.2452,-122.04
Load Node,VINEYARD_2_N001,37.6696,-121.85
Load Node,VINEYARD_2_N002,37.6696,-121.85
Generation Node,INYO_2_N101,35.6526,-117.79
Load Node,ESTPRTL_1_N001,37.8767,-122.19
Generation Node,MIDLFORK_7_B1,39.03,-120.61
Generation Node,MIDLFORK_7_B3,39.03,-120.61
Load Node,JAMESON_1_N001,38.2057,-122.15
Load Node,SCHMLBCH_1_N001,38.3,-121.87
Generation Node,SEAWEST_6_N001,37.7479,-121.67
Load Node,BRUNSWCK_1_N003,39.2311,-121.03
Load Node,BRUNSWCK_1_N008,39.2311,-121.03
Generation Node,GLEAFTP_1_B1,38.94,-121.51
Load Node,HATTON_6_N001,36.5568,-121.9
Load Node,CANAL_6_N006,37.0664,-120.84
Load Node,CHANNEL_6_N001,37.9553,-121.33
Load Node,EMRYSVE_1_N001,39.1634,-121.56
Load Node,EMRYSVE_1_N003,39.1634,-121.56
Load Node,INGRMC_1_N001,37.83,-121.17
Load Node,PEASE_1_N001,39.1701,-121.66
Load Node,PEASE_1_N008,39.1701,-121.66
Load Node,PEASE_1_N009,39.1701,-121.66
Generation Node,FREC_7_B1,39.0961,-121.62
Load Node,BOGUE_1_N001,39.0961,-121.62
Load Node,BOGUE_1_N201,39.0961,-121.62
Load Node,SALINAS_1_N001,36.6832,-121.65
Generation Node,SALINAS_1_N033,36.68,-121.67
Load Node,SALINAS_1_N024,36.6832,-121.65
Generation Node,VASCJCT_6_B1,37.75,-121.71
Load Node,VASCO_6_N001,37.7113,-121.72
Load Node,VASCO_6_N003,37.7113,-121.72
Load Node,ROGH-RDY_6_N001,37.9553,-121.33
Load Node,SANRAMON_2_N001,37.745,-121.94
Load Node,SANRAMON_2_N023,37.745,-121.94
Generation Node,SANRAMON_2_N025,37.745,-121.94
Load Node,SANRAMON_2_N004,37.745,-121.94
Load Node,SANRAMON_2_N024,37.745,-121.94
Load Node,ENCINAL_6_N001,39.2474,-121.64
Load Node,WOHLER_6_N001,38.512,-122.88
Load Node,MONTEREY_6_N001,36.5999,-121.89
Load Node,EUREKAA_6_N001,40.7939,-124.18
Load Node,LSPSTAS_2_N001,37.7009,-121.73
Load Node,LSPSTAS_2_N002,37.7009,-121.73
Load Node,LSPSTAS_2_N010,37.7009,-121.73
Load Node,LSPSTAS_2_N011,37.7009,-121.73
Load Node,WOODACRE_6_N001,38.0121,-122.65
Load Node,WILLIAMS_6_N001,39.1576,-122.15
Load Node,WILLIAMS_6_N002,39.1576,-122.15
Load Node,LAKEWOOD_1_N009,37.9089,-122.06
Load Node,LAKEWOOD_1_N001,37.9089,-122.06
Load Node,LAKEWOOD_1_N003,37.9089,-122.06
Load Node,LAKEWOOD_1_N004,37.9089,-122.06
Load Node,LAKEWOOD_1_N007,37.9089,-122.06
Load Node,LAKEWOOD_1_N006,37.9089,-122.06
Load Node,TASSAJAR_2_N001,37.7996,-121.91
Load Node,TASSAJAR_2_N002,37.7996,-121.91
Load Node,ANTIOCH_6_N001,38.0135,-121.82
Load Node,HARRIS_6_N001,40.781,-124.13
Load Node,HARRIS_6_N003,40.781,-124.13
Generation Node,ELECTRA_2_B1,38.33,-120.66
Load Node,SARATOGA_2_N001,37.2809,-122.01
Load Node,SARATOGA_2_N006,37.2809,-122.01
Load Node,SARATOGA_2_N011,37.2809,-122.01
Load Node,PRCTRVLY_1_N001,32.665,-116.99
Load Node,PRCTRVLY_1_N010,32.665,-116.99
Load Node,CNTRYCB_6_N002,37.9796,-121.32
Load Node,CNTRYCB_6_N001,37.9796,-121.32
Load Node,CNTRYCB_6_N004,37.9796,-121.32
Load Node,CNTRYCB_6_N006,37.9796,-121.32
Load Node,EUREKA_6_N001,40.7939,-124.18
Load Node,FORTORD_6_N001,36.6434,-121.79
Load Node,ROSSMOOR_2_N001,37.8647,-122.08
Load Node,ROSSMOOR_2_N101,37.8647,-122.08
Generation Node,USWP-WKR_6_B2,37.81,-121.61
Load Node,EBMUDGRY_1_N001,37.93,-122.04
Load Node,HAMMONDS_1_N001,36.7201,-120.6
Load Node,SAFEWAY_1_N001,37.71,-121.4
Load Node,SNTAYNZ_1_N001,34.6253,-120.12
Load Node,SNTAYNZ_1_N002,34.6253,-120.12
Load Node,PUEBLOPG_1_N010,38.3453,-122.3
Load Node,PUEBLOPG_1_N001,38.3453,-122.3
Load Node,BLUELKE_6_N001,40.8801,-123.98
Load Node,NVYSCHL_6_N001,36.5991,-121.88
Load Node,VASONA_2_N001,37.26,-121.9
Load Node,MTEDEN_1_N009,37.6326,-122.1
Load Node,MTEDEN_1_N005,37.6326,-122.1
Load Node,MTEDEN_1_N001,37.6326,-122.1
Load Node,MEDWLNE_1_N001,37.9631,-122.05
Load Node,MEDWLNE_1_N002,37.9631,-122.05
Load Node,MEDWLNE_1_N006,37.9631,-122.05
Generation Node,TIGRCRK_2_B1,38.45,-120.47
Load Node,CLAY_6_N001,38.3424,-120.93
Load Node,HILLSIDE_1_N004,37.88,-122.24
Load Node,HILLSIDE_1_N001,37.88,-122.24
Load Node,WILLOWS_6_N001,39.5318,-122.19
Load Node,ALHAMBRA_1_N001,37.9941,-122.13
Load Node,ALHAMBRA_1_N002,37.9941,-122.13
Load Node,DOBBINS_6_N001,39.3396,-121.2
Load Node,HOMEGRND_1_N001,38.96,-122.84
Generation Node,RNCHSECO_2_N108,38.45,-121.3
Generation Node,RNCHSECO_2_N107,38.34,-121.12
Generation Node,RNCHSECO_2_N109,38.4,-121.22
Generation Node,RNCHSECO_2_N110,38.34,-121.11
Load Node,BUELLTON_1_N003,34.6253,-120.19
Load Node,BUELLTON_1_N001,34.6253,-120.19
Load Node,CLMBAHL_6_N001,39.3319,-121.1
Generation Node,MOORPARK_6_N005,34.2825,-118.9
Generation Node,MOORPARK_6_N007,34.2825,-118.9
Load Node,MOORPARK_6_N001,34.2825,-118.9
Generation Node,MOORPARK_6_N006,34.2825,-118.9
Load Node,HOMEPROC_1_N001,38.94,-122.85
Generation Node,HUMBOLDT_1_B1,40.77,-124.07
Load Node,NDUBLIN_2_N002,37.86,-121.88
Load Node,LUIS#3_1_N001,36.65,-120.73
Load Node,STAGG_6_N001,37.9916,-121.35
Load Node,STAGG_6_N003,37.9916,-121.35
Generation Node,HMBLDTB_1_N08,40.7828,-124.11
Generation Node,STIGCC_7_B1,38.09,-121.37
Generation Node,ORMOND2G_7_B1,34.1316,-119.14
Generation Node,ORMOND1G_7_B1,34.1316,-119.14
Generation Node,MOORPARK_2_B1,34.28,-118.9
Load Node,BRWNSVY_6_N001,39.2262,-121.42
Load Node,LUIS#5_1_N001,36.72,-120.75
Load Node,EIGHTMI_2_N017,38.0581,-121.38
Load Node,RICHMOND_1_B1,37.9259,-122.37
Load Node,SOBRANTE_1_N001,37.9059,-122.21
Load Node,STONYPT_1_N001,38.42,-122.78
Load Node,HICKS_2_N001,37.2341,-121.9
Load Node,HICKS_2_N002,37.2341,-121.9
Load Node,HICKS_2_N007,37.2341,-121.9
Generation Node,HICKS_2_N012,37.2341,-121.9
Load Node,CAMBRIA_6_N001,35.6002,-121.12
Load Node,DIXON-J1_6_N101,38.4454,-121.83
Load Node,DIXON_6_B1,38.4454,-121.83
Load Node,DIXON_6_N002,38.4454,-121.83
Load Node,WPBART_1_N004,38.02,-121.98
Load Node,WPBART_1_N001,38.02,-121.98
Load Node,STAGG_2_N001,37.9916,-121.35
Load Node,STAGG_2_N014,37.9916,-121.35
Generation Node,STAGG_2_N015,37.9916,-121.35
Load Node,PETLMAA_6_N001,38.234,-122.64
Load Node,ORLANDB_6_N001,39.7251,-122.18
Load Node,ORLANDB_6_N003,39.7251,-122.18
Load Node,CORDELIA_6_N001,38.2161,-122.11
Load Node,FTCHMTN_6_N001,38.6061,-122.85
Load Node,FTCHMTN_6_N003,38.6061,-122.85
Generation Node,NAPA_6_N003,38.2954,-122.28
Load Node,ACTONSC_6_N001,45.6358,-121.94
Load Node,OXFORD_1_N001,36.7,-120.68
Load Node,SANRAFL_1_N006,37.9708,-122.53
Load Node,SANRAFL_1_N007,37.9708,-122.53
Load Node,SANRAFL_1_N001,37.9708,-122.53
Load Node,GYSRVLLE_6_N003,38.7098,-122.91
Generation Node,GYSRVLLE_6_N005,38.7098,-122.91
Load Node,GYSRVLLE_6_N001,38.7098,-122.91
Load Node,BELLVUE_1_N005,38.379,-122.71
Load Node,BELLVUE_1_N001,38.379,-122.71
Load Node,BELLVUE_1_N003,38.379,-122.71
Load Node,WSTLD1RA_1_N001,36.72,-120.72
Generation Node,CRESTA_2_B1,39.96,-121.28
Load Node,EXXONBH_7_N001,38.0809,-122.14
Generation Node,EXXONBH_7_B2,38.0809,-122.14
Load Node,DIRYVLLE_6_N001,40.128,-122.1
Load Node,BAHIA_2_N001,38.0809,-122.14
Load Node,BAHIA_2_N011,38.0809,-122.14
Generation Node,BAHIA_2_N018,38.0809,-122.14
Generation Node,CONTROLX_1_N002,37.3428,-118.47
Load Node,CONTROLX_1_N001,37.3428,-118.47
Generation Node,CONTROLX_1_N005,37.3428,-118.47
Generation Node,CONTROLX_1_N003,37.3428,-118.47
Generation Node,CONTROLX_1_N004,37.3428,-118.47
Generation Node,BCKSCRK_2_B1,39.9,-121.31
Load Node,BANGOR_6_N001,39.3881,-121.4
Generation Node,ROCKCRK_2_B1,39.91,-121.35
Generation Node,HIGHLD_1_N006,38.9374,-122.61
Generation Node,HIGHLD_1_N004,38.9374,-122.61
Load Node,HIGHLD_1_N001,38.9374,-122.61
Load Node,HIGHLD_1_N005,38.9374,-122.61
Generation Node,SLVRPS2_7_N001,37.755,-1.20E-13
Load Node,CONTROL_7_N001,37.3428,-118.47
Generation Node,CONTROL_1_N034,37.3428,-118.47
Generation Node,BSPHYD26_7_N001,37.3362,-118.52
Generation Node,CONTROL_1_B1,37.34,-118.47
Load Node,DELMNTE_1_N010,36.5991,-121.85
Load Node,DELMNTE_1_N201,36.5991,-121.85
Generation Node,BSPHYD34_1_N001,37.3084,-118.54
Load Node,EDENVALE_1_N001,37.2449,-121.8
Load Node,EDENVALE_1_N006,37.2449,-121.8
Load Node,EDENVALE_1_N004,37.2449,-121.8
Load Node,EDENVALE_1_N008,37.2449,-121.8
Load Node,IBM-CTLE_1_N001,37.33,-121.74
Generation Node,IBM-CTLE_1_N002,37.33,-121.74
Generation Node,POE_2_B1,39.68,-121.49
Generation Node,POE1_7_B1,39.67,-121.48
